Species,Total,Positive,Percentage,MSW05_Family,MSW05_Genus,8-1_AdultForearmLen_mm,12-1_HabitatBreadth,26-1_GR_Area_km2,26-2_GR_MaxLat_dd,26-3_GR_MinLat_dd,26-4_GR_MidRangeLat_dd,26-5_GR_MaxLong_dd,26-6_GR_MinLong_dd,26-7_GR_MidRangeLong_dd,27-1_HuPopDen_Min_n/km2,27-2_HuPopDen_Mean_n/km2,27-3_HuPopDen_5p_n/km2,27-4_HuPopDen_Change,28-1_Precip_Mean_mm,28-2_Temp_Mean_01degC,30-1_AET_Mean_mm,30-2_PET_Mean_mm,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,Diet-Certainty,ForStrat-Value,ForStrat-Certainty,Activity-Nocturnal,Activity-Crepuscular,BodyMass-Value,BodyMass-SpecLevel,No_VF,RNA,DNA,Retro,Zoo,PhyloClust56,PhyloClust41,label,log_27-2_HuPopDen_Mean_n/km2,28-2_Temp_Mean_01degC_2,cluster_location,cluster_weather,gdp,poultry,livestock_mam,earth1_trees_needl,earth10_snowice,earth11_barren,earth12_water,earth2_trees_everg,earth3_trees_decid,earth4_trees_other,earth5_shrubs,earth6_veg_herba,earth7_veg_manag,earth8_veg_flood,earth9_urban,gens,mamdiv,pubs_fit,crop,past,pop,crop_change,past_change,pop_change,c,c2,cluster_weather_DBSCAN
Platyrrhinus lineatus,15,1,0.066666667,Phyllostomidae,Platyrrhinus,46.59,1,6717965.67,11.63,-33.06,-10.71,-34.79,-79.74,-57.27,0,38.44,1.0,0.09,118.26,211.12,1128.68,1399.18,10,0,0,0,90,0,0,0,ABC,Ar,A,1,0,24.36,1,0,0,0,0,0,PC3,PC12,1,3.649098584102092,44571.6544,America,1,7470.636199680163,1022498.5229972372,277244.94647796353,0.01418886531510295,0.03867422010058152,4.491464275891877,7.76170173267326,40.75479043886529,3.5085873899889988,11.810423395018079,7.484868232358947,4.885526088323116,18.021169652679568,1.031360403897533,0.20984490413327067,104.24553835703408,141.9207920792079,3.9582737155504746,0.05634487270155586,0.21498740099009891,215990.1843245249,0.0011767828854314015,-0.0040959455445544616,33313.69691946114,#FF0000,1,0
Eidolon helvum,681,45,0.066079295,Pteropodidae,Eidolon,120.5,1,18942406.16,18.49,-34.83,-8.17,51.41,-17.53,16.93,0,34.3,1.0,0.13,84.6,233.78,864.91,1524.57,0,0,0,0,100,0,0,0,ABC,Ar,A,1,1,253.31,1,13,6,6,1,7,PC7,PC38,1,3.5351453541718936,54653.0884,Africa,1,2146.2113907475496,418679.4606516136,319983.8828256203,0.046658292689763424,0.00012483882722278292,12.956591090649194,8.786412469166939,11.694969867698164,5.677361881937448,20.03948175944614,12.374892855140708,9.801803243076579,18.135549599170282,0.3722952404978136,0.10453529683821056,108.63943787725992,96.1417759838547,3.2951621500172816,0.08878808879919266,0.3257548854692228,347371.6515006497,0.008374662966700301,0.0016738995963673055,81536.2908026822,#FF0000,3,0
Nyctalus leisleri,61,4,0.06557377,Vespertilionidae,Nyctalus,43.24,1,3415842.22,55.87,28.93,42.4,80.11,-7.73,36.18,1,106.89,9.0,0.01,52.82,76.47,498.35,622.6,100,0,0,0,0,0,0,0,ABC,A,A,1,0,13.28,1,2,1,1,0,2,PC1,PC1,1,4.671800268285853,5847.6609,Europe,0,10730.159070552516,1370783.3027550192,403426.25021385757,1.4628478311029056,0.7073924844895662,27.884793493308702,13.001122775983179,0.04467392836999436,3.146384210121522,4.687294390606576,5.379337601907406,10.650011088037736,32.14509536994311,0.11690525175613994,0.7782420653232829,65.80322292359736,49.26072911859715,18.72819031411661,0.2371956012921089,0.287047167974158,564667.5303195647,-0.013867850484540851,0.0015374711582833386,54539.17062254129,#FF0000,2,2
Hypsugo savii,46,3,0.065217391,Vespertilionidae,Hypsugo,34.5,1,4646012.88,52.74,22.9,37.82,145.82,-5.78,70.01,0,91.16,1.0,0.06,57.72,86.44,475.46,888.9,100,0,0,0,0,0,0,0,ABC,A,A,1,0,6.3,1,3,2,1,0,3,PC1,PC1,1,4.512616204377483,7471.8736,Europe,0,8306.733301430824,1949082.253373824,505694.60634080047,2.6308902127924347,0.6330864235938278,32.683766367319286,11.019021071843376,0.9230743771085662,2.263755582517561,7.4573438623416655,4.441328137962506,12.272435636856361,24.938713895110894,0.13873912878159433,0.5911936736076537,67.39416418255874,48.7463912394226,13.085758200505927,0.17017226530612212,0.24990380761572906,791530.1352049459,-0.00825083150821305,0.0022237262319561944,88773.98021049672,#FF0000,2,2
Hipposideros lekaguli,159,10,0.062893082,Hipposideridae,Hipposideros,75.49,1,200167.27,18.65,5.06,11.85,124.19,98.5,111.34,7,223.72,18.0,0.08,218.84,247.95,1392.02,1766.37,100,0,0,0,0,0,0,0,ABC,A,A,1,0,31.1,1,1,1,0,0,1,PC5,PC27,1,5.410395269953387,61479.20249999999,Asia,1,3809.182828631571,2577699.091600224,244346.8912584925,0.1738479977439368,0.000394811054709532,0.09060243936830224,45.13351699097575,15.342497532430912,1.5046788635081785,3.8479452199661566,3.7635466018048502,0.4434820924985899,28.971371615905266,0.4673674562887757,0.2648318527918781,115.35670359900921,99.37055837563452,4.308835896553634,0.25370538071066,0.01928895939086295,923612.2849623556,0.0043989898477157395,0.003640045685279188,139219.87932968527,#FF0000,0,-1
Hipposideros pratti,194,12,0.06185567,Hipposideridae,Hipposideros,84.99,1,2681527.23,33.99,2.27,18.13,122.13,96.43,109.28,5,264.97,16.0,0.06,115.17,160.52,1026.42,1143.62,100,0,0,0,0,0,0,0,ABC,A,A,1,0,31.8,2,2,1,1,0,2,PC5,PC27,1,5.579616612030595,25766.670400000006,Asia,0,3459.113161001827,5386174.327357371,923541.7280345631,3.216353476821193,0.2959823399558497,0.10983570180279616,24.012650616261954,14.851091565489345,2.170935430463576,12.684884105960267,5.475931521339216,4.6499136543414386,31.58741871320829,0.4095103246872699,0.5461565259381893,93.28674478811294,100.25993377483444,8.819970319773724,0.21493811092715245,0.13442706788079467,1639527.3983442683,0.0007852980132450357,0.0007621374172185422,180454.28708865566,#FF0000,0,1
Vespadelus regulus,150,9,0.06,Vespertilionidae,Eptesicus,30.09,1,1078384.63,-27.16,-43.64,-35.4,153.63,114.97,134.3,0,16.5,0.0,0.04,47.48,151.07,474.32,1049.18,100,0,0,0,0,0,0,0,ABC,A,A,1,0,5.05,1,0,0,0,0,0,PC1,PC1,1,2.8033603809065353,22822.1449,Australia,0,31175.6115600001,230316.82432119732,338067.60152055806,0.012558256172839495,0.0023250385802469128,15.995983410493816,17.048493634259266,7.050313657407408,2.225529513888889,6.958215084876549,28.152806712962953,5.37095138888889,16.503239776234576,0.14940624999999993,0.5106275077160495,84.90264813215073,29.355555555555554,5.441684935011547,0.07825364166666668,0.3533419194444444,46191.1283666917,-0.0017784388888888887,-0.022748588888888862,4161.6447718499985,#FF0000,2,2
Nyctalus noctula,101,6,0.059405941,Vespertilionidae,Nyctalus,51.58,1,8204371.69,60.35,17.97,39.16,106.02,-9.26,48.38,0,106.73,3.0,0.02,58.22,79.12,506.65,704.65,100,0,0,0,0,0,0,0,ABC,A,A,1,0,28.0,1,6,4,2,0,2,PC1,PC1,1,4.670302280925873,6259.974400000001,Europe,0,8947.080637941392,1004458.0885463292,385718.1406887474,2.896451763214796,0.5573935578667467,36.350396024379286,9.460180297721127,0.9694641392678728,2.7570192785606054,8.324654967817299,4.116953313327873,9.581811069484797,24.074897798156037,0.4337649885683041,0.4819206335893044,70.73221091426781,47.218966674122115,10.942189744973856,0.1698271230149849,0.21086737441288286,550929.6100541594,-0.008822595839856858,0.0014389894878103313,69697.98644678482,#FF0000,2,2
Myotis nigricans,17,1,0.05882352900000001,Vespertilionidae,Myotis,38.155,1,14531338.92,24.12,-29.99,-2.93,-34.79,-100.44,-67.62,0,26.44,0.0,0.11,145.55,234.83,1263.31,1511.65,100,0,0,0,0,0,0,0,ABC,A,A,1,0,4.24,1,2,2,0,0,2,PC1,PC4,1,3.2748780149834857,55145.1289,America,1,7403.886121350447,1127303.0568428512,262095.24228143145,0.21377733312408467,0.033029225081955826,3.738029704610456,14.714397232684677,38.41476263339608,3.2070115784334225,11.252978482248723,5.889166579479665,4.1426304753435135,17.268169596149832,0.9359146352095984,0.20048096707818927,106.17717224464769,136.04582548650342,4.053518265714081,0.07242237664783427,0.2038846403013181,266471.10738994123,0.0053629026993094785,-0.0024210828625235467,42631.11963584935,#FF0000,2,0
Rousettus aegyptiacus,223,13,0.05829596400000001,Pteropodidae,Rousettus,93.2,1,6076089.81,37.36,-34.83,1.26,66.84,-17.53,24.65,0,75.36,1.0,0.13,85.78,226.26,828.48,1461.38,0,0,0,0,60,40,0,0,ABC,Ar,A,1,0,132.24,1,11,8,3,0,6,PC7,PC41,1,4.322276630268108,51193.5876,Africa,1,4923.918347696063,541201.7944492511,253200.02832774445,0.05033876633986928,0.025708108660130704,40.421865196078436,9.71700008169935,6.83941413398692,3.3519324754902,11.83223729575166,8.775758823529394,6.498706188725497,12.12751830065359,0.2218126021241829,0.13154360702614382,106.29307597995319,66.93764705882353,3.557783963071728,0.0718498176470588,0.2378119799999997,296520.8467692322,0.005001532058823525,0.002243863235294116,65520.32844702535,#FF0000,3,0
Myotis brandtii,35,2,0.05714285700000001,Vespertilionidae,Myotis,34.99,1,10341787.32,66.02,36.01,51.02,143.94,-9.49,67.22,0,74.22,1.0,0.01,45.44,42.96,412.53,528.0,100,0,0,0,0,0,0,0,ABC,A,B,1,0,5.3,1,0,0,0,0,0,PC1,PC4,1,4.307033655632451,1845.5616,Europe,0,10345.390730516905,945121.4401846344,232695.9320674005,13.583520938952253,0.28030259822560205,15.108141733998744,10.952478727688048,0.010877808803337571,3.5600158758449467,17.762326388888898,5.022201131442767,9.71922000422476,21.838974951811405,1.657633310889309,0.4944324963033376,46.52477388479659,46.2573669201521,11.20768116546515,0.14652959410646366,0.19921222029467686,316978.7806618484,-0.010810523288973377,0.0009037248098859316,17143.509350024247,#FF0000,2,2
Epomophorus gambianus,88,5,0.056818182,Pteropodidae,Epomophorus,85.27,1,3524240.83,15.64,3.95,9.79,39.47,-17.53,10.97,1,67.96,4.0,0.12,106.13,257.58,954.23,1569.57,0,0,0,0,100,0,0,0,ABC,Ar,A,1,0,128.87,1,1,1,0,0,0,PC7,PC41,1,4.218919296803732,66347.4564,Africa,1,1067.538204128742,637315.1890441844,572045.3904424714,0.0012150052328623769,6.835426478283619e-05,8.87645397261468,4.380608865341007,5.840865711669282,5.124654413047272,24.846832592011186,8.98173240450026,11.409590528519098,29.86593526513165,0.5500123190301759,0.12156015611372747,117.67490236309773,96.61852433281004,4.075671708605893,0.16252817425431698,0.30876621193092624,524006.02946230007,0.020933087912087887,0.003812337519623219,123515.42971021507,#FF0000,3,0
Pipistrellus pipistrellus,533,30,0.056285178,Vespertilionidae,Pipistrellus,31.46,1,9195388.69,61.5,25.38,43.44,97.96,-10.47,43.74,0,101.08,5.0,0.03,48.0,81.94,424.73,709.6,100,0,0,0,0,0,0,0,ABC,A,A,1,0,5.69,1,7,5,2,0,5,PC1,PC1,1,4.615912282519995,6714.1636,Europe,0,10129.932315357148,970339.600451368,339423.9289702225,4.219661328843082,0.6640838305758973,30.539249653436993,10.974006117590367,0.3399227202181838,3.1951965614923306,9.794731413675681,4.3719607743422815,9.955064001145148,24.53555834312752,0.8774823328210246,0.5371662259289386,62.655296827311574,46.19311093029563,12.788791148238444,0.17776460889612095,0.2256857846487661,483087.6194517428,-0.010402278275020358,0.001325421209655545,56074.41143287637,#FF0000,2,2
Carollia brevicauda,107,6,0.056074766,Phyllostomidae,Carollia,40.26,1,11615943.22,23.25,-23.05,0.09,-34.79,-100.12,-67.45,0,25.68,0.0,0.12,155.22,240.49,1310.39,1560.88,0,0,0,0,100,0,0,0,ABC,Ar,A,1,0,14.4,1,2,2,0,0,2,PC3,PC12,1,3.2457124788217606,57835.44010000001,America,1,7208.903174858679,984973.8738828092,246205.63631213625,0.2236496530242096,0.03030868030912392,2.4377783199274505,14.98437278211498,42.05558887311725,2.1109577813263942,11.464599203532838,5.154670718003317,3.8041899791025933,16.74652541203373,0.8317998876271588,0.1662970684488605,108.56444236331188,143.40099361249113,3.5740994969649065,0.06745511568488285,0.1987873562810505,255289.4156800417,0.006060833215046132,-0.002938854506742375,42043.23032948185,#FF0000,1,0
Neoromicia nanus,18,1,0.055555556,Vespertilionidae,Neoromicia,29.0,1,14429424.31,15.75,-33.4,-8.82,50.48,-16.79,16.84,0,36.78,1.0,0.14,102.98,235.81,1011.47,1542.12,100,0,0,0,0,0,0,0,ABC,A,A,1,0,3.88,1,2,2,0,0,1,PC1,PC1,1,3.604954219176175,55606.35610000001,Africa,1,2086.6363931924884,435870.7047023932,337227.209803101,0.04957625887175722,0.00011808614782183068,7.797101115088103,8.302742099547226,12.724952773188932,6.120303360560457,21.80334820882283,13.106314587922167,10.023118881546733,19.55290098813018,0.4029045827214878,0.10625172081497797,107.98761802321829,101.54185022026432,3.3800454123559582,0.09433314041850208,0.3306137588105724,368923.09186924633,0.008907230176211447,0.001389178964757709,86159.28117616188,#FF0000,2,0
Eptesicus nilssonii,37,2,0.054054054000000004,Vespertilionidae,Eptesicus,40.24,1,10151783.96,69.97,37.59,53.78,155.92,4.94,80.43,0,33.38,0.0,0.000792,40.55,2.73,366.6,422.84,100,0,0,0,0,0,0,0,ABC,A,A,1,0,10.72,1,1,1,0,0,1,PC1,PC1,1,3.507956918233689,7.4529,Europe,0,9658.86674759282,531620.6867889115,143685.74647383354,14.491349827380487,0.1652039861142844,15.058928838880002,9.698069691950396,0.003087889980453385,3.2575578783032517,19.250820688320214,9.10342925773615,8.634478857284298,17.95662449546878,2.0029166825324265,0.3649203380042133,41.07004451792292,43.364176376513605,7.265177602200985,0.11337990838473852,0.16456008384738394,212184.64472833325,-0.008514350239890351,0.0010436986520447778,8869.269779329892,#FF0000,2,2
Myotis daubentonii,859,46,0.05355064,Vespertilionidae,Myotis,36.59,1,14824937.25,63.01,26.73,44.87,145.82,-10.47,67.67,0,71.14,0.0,0.00965,46.1,21.71,426.22,515.06,100,0,0,0,0,0,0,0,ABC,A,A,1,0,7.63,1,7,5,2,0,2,PC1,PC4,1,4.264649766520309,471.3241,Europe,0,9463.630501908276,1478023.5957166776,356499.50396569044,9.439609137295404,0.5201138899993336,22.65972084804676,11.084818428387427,0.26795921058476063,3.0214544190152512,13.685168468363429,4.456053742754368,10.621377326381939,22.78044483032407,0.9339799731272348,0.5212624925044975,55.14588048792882,46.98460923445933,11.856632523798096,0.1566630743553861,0.21665556266240288,531779.1980682933,-0.009249546871876868,0.0014221635018988605,49770.91125196667,#FF0000,2,2
Pipistrellus pygmaeus,225,12,0.053333333,Vespertilionidae,Pipistrellus,32.0,1,5966364.24,61.5,36.01,48.75,48.18,-10.47,18.85,1,115.65,8.0,0.00713,55.54,76.75,460.98,577.11,100,0,0,0,0,0,0,0,D1,A,A,1,0,5.28,0,2,1,1,0,1,PC1,PC1,1,4.750568388677448,5890.5625,Europe,0,17048.23560862215,1668031.6308864697,437784.96446198033,5.202666967897409,0.06248203373784322,5.400412363370338,21.60780935321457,0.027933557104742244,6.482932535071861,12.924312871159312,2.5878815410104177,5.440508972372849,38.72641024399691,0.4186706041828036,1.1173963981409758,55.8520533314377,52.409759876065074,30.11745586068975,0.3044096305189773,0.16367440743609596,595075.2941209561,-0.01395809450038728,-0.0021883446940356324,14459.392245798608,#FF0000,2,2
Rhinolophus euryale,19,1,0.052631579000000005,Rhinolophidae,Rhinolophus,47.5,1,2321112.24,47.59,27.2,37.39,61.0,-9.4,25.79,2,111.76,11.0,0.02,57.64,109.11,493.24,886.49,100,0,0,0,0,0,0,0,ABC,A,B,1,0,8.15,1,1,1,0,0,0,PC5,PC25,1,4.716353714948706,11904.9921,Europe,0,11608.613816063471,1439501.140031458,367684.72817038366,1.151543113875932,0.0324831518921721,41.11212253758421,18.10704126706411,0.05053136340072573,3.136698904872995,3.7133751836011823,6.047924496716777,5.272955924917922,20.73188941809227,0.07273452350095047,0.5762705201313283,78.36728570544608,45.13374805598756,13.321285033218276,0.1787351928460341,0.22313207542768285,473006.8426312264,-0.007080579315707627,0.0037579292379471257,46750.13797585538,#FF0000,0,2
Eonycteris spelaea,275,14,0.050909091,Pteropodidae,Eonycteris,69.0,1,3882233.27,30.46,-10.37,10.04,128.9,74.22,101.56,1,163.15,5.0,0.1,184.62,225.74,1270.52,1539.33,0,0,0,0,0,100,0,0,ABC,Ar,A,1,0,58.1,1,6,5,0,1,4,PC7,PC41,1,5.094670023039329,50958.54760000001,Asia,1,3120.16009359921,3260688.3012032723,807813.0487928262,1.6154793156890788,0.29932254411063425,0.3686177277062469,33.31446006199328,15.064611647591805,1.7552449332379587,7.9128358369098795,3.5663882331902705,2.1885081664282304,33.12482594182165,0.38263876967095867,0.4165214592274678,105.55399632164196,86.33991416309013,7.495543604692032,0.3040561107296134,0.06438039141630895,1804138.905448312,0.0010185330472102976,-0.00022464463519313458,271951.13492002327,#FF0000,3,0
Cynopterus sphinx,363,18,0.049586777,Pteropodidae,Cynopterus,71.0,1,5648557.98,33.2,-5.94,13.63,119.33,67.57,93.45,1,242.36,10.0,0.09,138.22,233.8,1018.32,1479.68,0,0,0,0,100,0,0,0,ABC,Ar,A,1,0,43.66,1,2,1,1,0,1,PC7,PC42,0,5.490424224076788,54662.44,Asia,1,2783.4519506301867,3262318.337725935,1009284.3694346232,1.828258542387544,0.5926205065359473,2.8410852797001116,21.224000204248334,13.2510019583814,1.9695902417339484,8.669093077181879,5.2147719026336015,5.766131055363318,37.86471032775856,0.3508142901768555,0.4395651912725875,98.6122316419491,86.65051903114187,7.753526660839684,0.30229205622837346,0.1043309922145328,1884828.565852321,0.00014095155709342326,0.0004731366782006914,284932.41965205537,#0000FF,3,0
Carollia perspicillata,546,27,0.049450549,Phyllostomidae,Carollia,42.45,1,14098730.57,21.62,-29.91,-4.14,-34.79,-98.21,-66.5,0,26.25,0.0,0.11,149.5,236.85,1288.14,1519.79,0,0,0,0,100,0,0,0,ABC,Ar,A,1,0,18.0,1,4,3,1,0,1,PC3,PC12,0,3.2676659890376327,56097.9225,America,1,7347.875315806649,1114554.819750058,259868.60836140593,0.12761590470057954,0.03379078128353728,3.8261132127781403,13.769773064677697,39.329866164055204,3.2500328217786345,11.202528663160914,5.97631407848608,4.103686592258709,17.25164099949918,0.9445671013092952,0.19466306253130145,106.1478838476928,137.96973599484872,3.867151089534312,0.06826849452672247,0.2053767095943333,247536.3838440369,0.005246386992916934,-0.0022754649066323287,40055.288056379286,#0000FF,1,0
Rousettus leschenaultii,1425,70,0.049122807000000004,Pteropodidae,Rousettus,82.25,1,5152928.23,35.35,-8.96,13.19,117.84,67.64,92.74,1,287.15,10.0,0.09,127.94,230.14,946.42,1436.72,0,0,0,0,60,40,0,0,ABC,Ar,A,1,0,84.88,1,10,7,2,1,2,PC7,PC41,0,5.660004727310304,52964.4196,Asia,1,2749.350289434093,3603222.174981969,1007153.3652485906,1.6927401185770756,0.7342852437417652,3.851341897233204,20.025173418972315,12.20698671497585,1.9230416117698717,8.162849527887587,5.3469542709705795,7.665300395256914,37.602689668423366,0.3252132191480019,0.4748840030742206,94.36469664818951,83.5201581027668,8.328682578011177,0.2968041517786556,0.11656764268774693,1916218.8018877653,0.0004947865612648189,0.000348238735177865,285832.3451539043,#0000FF,3,0
Miniopterus pusillus,586,28,0.04778157,Vespertilionidae,Miniopterus,41.99,1,147746.63,28.19,-10.37,8.91,130.87,74.83,102.85,5,297.74,17.0,0.08,154.37,233.56,1247.21,1605.38,100,0,0,0,0,0,0,0,ABC,A,A,1,0,8.61,1,3,3,0,0,0,PC1,PC6,0,5.696220622448911,54550.2736,Asia,1,3210.1769853672936,3090112.7967742123,729603.0041663501,1.2194916302197232,0.052497917317504916,0.12585168697282098,37.1722657633031,16.074628111006977,1.7787020332187855,7.040519629282517,3.3086963709257504,0.708951043944601,31.73410568311985,0.39379197906904106,0.3985866395917943,109.26514895859013,86.55014058106842,6.935476969317517,0.3041252774133082,0.0483633955014058,1722832.6376373006,0.002390178069353321,-0.0011363795688847243,257698.62717824482,#0000FF,2,0
Myotis formosus,66,3,0.045454545,Vespertilionidae,Myotis,48.99,1,3602303.43,54.34,-8.84,22.74,133.24,62.64,97.94,1,285.66,9.0,0.08,131.68,165.44,966.21,1190.37,100,0,0,0,0,0,0,0,ABC,A,A,1,0,7.0,1,0,0,0,0,0,PC1,PC4,0,5.654802292434483,27370.3936,Asia,1,3763.974796534368,2494913.8829438263,611609.6749271009,2.8054590733151232,0.8527583532559201,17.059223161429895,17.89721226092897,6.241331231974804,1.532749530396177,8.23416512503793,4.071379283356094,13.360086805555515,27.291349209737373,0.2390773707877961,0.4237054350713409,74.65086344543221,62.775614754098356,6.712480562693813,0.2042884569672127,0.21796774146174813,1135606.736950356,-0.005866733265027345,0.0015233456284152991,158712.19307780507,#0000FF,2,1
Sturnira lilium,66,3,0.045454545,Phyllostomidae,Sturnira,40.5,1,15518876.5,29.98,-34.94,-2.47,-34.79,-110.64,-72.71,0,28.95,0.0,0.11,142.56,232.46,1248.36,1501.14,0,0,0,0,100,0,0,0,ABC,Ar,A,1,0,19.1,1,5,4,1,0,3,PC3,PC12,0,3.3655702040190043,54037.65160000001,America,1,8668.111945855795,1204311.71206588,271505.85894560843,0.6371949180133784,0.03210161013437522,3.664646636180673,16.09373575593443,32.84055821938077,3.0735957201207604,11.182381533771405,8.180055570354584,5.224081387261,17.884712232877526,0.9474004395311666,0.2496403465932633,103.88328105668423,124.55833777304208,5.5714845730994655,0.08586865743207248,0.2214058300479488,280196.44478073716,0.005462768247202986,-0.003822231752797022,43001.42110000748,#0000FF,1,0
Myotis emarginatus,328,14,0.042682927,Vespertilionidae,Myotis,40.0,1,3765086.81,53.39,23.21,38.3,73.14,-9.32,31.91,0,118.77,6.0,0.04,48.03,97.72,440.36,748.8,100,0,0,0,0,0,0,0,ABC,S,A,1,0,7.66,1,3,2,1,0,2,PC1,PC4,0,4.777188849786149,9549.1984,Europe,0,11053.251074682252,1266068.929884033,363655.2889527264,1.0911725987021332,0.3039347723782632,42.36927598825979,12.813674208649127,0.031509077624213594,2.4711129377817445,3.2564002204389,5.370336386040528,8.007975863179281,23.55295973274878,0.07219788725417331,0.6628018960221926,78.03847136853614,43.259028087382966,16.122562181446547,0.187607763709318,0.2369165483727152,469583.0644928739,-0.008476302273740534,0.0015269603209986616,46008.82177895002,#0000FF,2,2
Eptesicus serotinus,72,3,0.041666667000000004,Vespertilionidae,Eptesicus,50.3,1,8742253.51,57.74,18.14,37.94,122.0,-9.49,56.25,0,150.61,1.0,0.04,59.65,99.39,557.37,844.59,100,0,0,0,0,0,0,0,ABC,A,A,1,0,22.86,1,7,4,2,1,5,PC1,PC1,0,5.014693714223758,9878.3721,Europe,0,8088.019491439587,1673012.8641982637,475082.6631941533,3.050512909709333,0.5144105883093983,34.400848679539145,9.152156156233534,1.2195777502920386,2.4054228509585704,7.860189665933715,4.308613931262766,10.58561768478434,25.775035774410828,0.1944020562770564,0.5390521570581078,70.78004878943197,48.71284271284272,11.412447702095568,0.17649006390434915,0.226143134817564,715078.9354329163,-0.008403095444238295,0.0016884419707276846,86470.71889649062,#0000FF,2,2
Lissonycteris angolensis,72,3,0.041666667000000004,Pteropodidae,Myonycteris,73.08,1,4001672.86,12.96,-21.07,-4.05,40.37,-15.6,12.38,0,55.87,2.0,0.13,124.24,240.3,1120.33,1546.07,0,0,0,0,60,40,0,0,ABC,Ar,A,1,0,68.31,1,0,0,0,0,0,PC7,PC41,0,4.023027563471056,57744.09,Africa,1,1591.7219507130842,443964.60188952344,330853.01640778064,0.06487966452633542,0.00013772566536385627,1.3914827028661818,6.073950190768652,18.56560295691419,8.164474571933743,28.01440873348223,10.108394518890744,5.184497254792484,21.771949213660864,0.5485656872324586,0.0877777777777778,108.64287929775128,120.77303182579563,3.3347853942293466,0.09928941122278044,0.2678157964824125,430123.66302019963,0.007630616415410377,0.0017510979899497427,102901.45401073033,#0000FF,3,0
Pteropus giganteus,508,21,0.041338583,Pteropodidae,Pteropus,177.97,1,3550847.86,34.03,1.88,17.95,96.91,66.78,81.85,0,331.94,34.0,0.09,105.0,243.34,783.94,1421.5,0,0,0,0,100,0,0,0,ABC,Ar,A,1,0,804.17,1,9,5,4,0,4,PC7,PC38,0,5.804954229692572,59214.3556,Asia,1,1951.2226182824488,1718230.41301443,1252993.7695116492,0.8258341831779336,1.1981803613053614,7.717307813714068,14.862979919386186,4.961546352952602,2.0350764860139874,5.575469599844606,6.035454059829062,10.092254030691526,46.0175093482906,0.2058404963092461,0.4845767773892772,95.07932532971105,60.77447552447553,9.054579565588973,0.3752849020979021,0.1030818653846153,2420798.7740748315,0.0007806241258741253,0.000291486013986014,424928.7798445123,#0000FF,3,0
Anoura geoffroyi,101,4,0.03960396,Phyllostomidae,Anoura,42.66,1,8631465.89,25.97,-25.46,0.25,-34.79,-108.83,-71.81,0,44.96,0.0,0.1,128.98,221.14,1191.28,1510.91,30,0,0,0,30,40,0,0,ABC,Ar,A,1,0,14.62,1,1,1,0,0,1,PC3,PC12,0,3.805773205585436,48902.8996,America,1,7582.265158288054,1126113.8746323232,253729.6179291929,0.4813405544844326,0.02983504712939165,2.805574567980581,16.174235486289643,38.61083248536129,2.6856235718366195,11.744280116395323,5.8402122607826445,4.0237468758925985,16.612832538917445,0.8142845347757782,0.18755614467295045,107.46022627589822,137.70629820051414,4.231906991901517,0.07485618573264778,0.2005438046272493,277070.98102938244,0.006352411311053989,-0.001995539203084839,43824.94235969474,#0000FF,1,0
Rhinolophus affinis,771,29,0.037613489,Rhinolophidae,Rhinolophus,52.17,1,5563218.26,33.18,-10.32,11.43,123.16,77.55,100.35,1,211.49,8.0,0.08,150.25,191.86,1133.43,1336.57,100,0,0,0,0,0,0,0,ABC,A,B,1,0,13.63,1,10,6,2,2,7,PC5,PC25,0,5.354177716044658,36810.25960000001,Asia,1,2969.516226230605,3892868.615319309,825950.8676150666,1.9881374118756845,0.5804718374540758,1.3559658921656237,27.849907469466785,14.864218300069506,1.9163700228378515,8.970110155396695,4.244012821467578,5.619426571343459,31.80110360192632,0.3934932603515043,0.42772031079336703,97.21036732928002,88.03127792672029,7.68370823505298,0.2668835460232351,0.101368965147453,1837533.078514869,0.0011460607685433372,0.00013593297587131245,247326.7357985713,#0000FF,0,0
Myotis ricketti,1004,37,0.03685259,Vespertilionidae,Myotis,56.49,1,796233.64,37.81,21.66,29.74,121.66,98.79,110.23,45,374.84,100.5,0.06,106.94,150.94,1000.2,1099.26,100,0,0,0,0,0,0,0,ABC,A,A,1,0,7.74,0,11,5,5,1,5,PC1,PC4,0,5.926499268255623,22782.8836,Asia,0,2648.9182495415444,9864852.120138124,1761186.0215365463,5.1529008047044265,0.15140978025379145,1.3078066001238022,7.1022620705663835,5.665057451253482,1.9154172469823585,17.11272883782111,5.459974852986695,10.23385271587744,44.45972647787064,0.34970461931290625,1.1088320179510989,71.48047966868977,78.64902506963789,15.564314123322283,0.2619569052924789,0.2698802367688021,2696290.390979582,-0.0058978050139275855,-0.0010186100278551519,250583.09513724802,#0000FF,2,1
