Species,Total,Positive,Percentage,MSW05_Family,MSW05_Genus,8-1_AdultForearmLen_mm,12-1_HabitatBreadth,26-1_GR_Area_km2,26-2_GR_MaxLat_dd,26-3_GR_MinLat_dd,26-4_GR_MidRangeLat_dd,26-5_GR_MaxLong_dd,26-6_GR_MinLong_dd,26-7_GR_MidRangeLong_dd,27-1_HuPopDen_Min_n/km2,27-2_HuPopDen_Mean_n/km2,27-3_HuPopDen_5p_n/km2,27-4_HuPopDen_Change,28-1_Precip_Mean_mm,28-2_Temp_Mean_01degC,30-1_AET_Mean_mm,30-2_PET_Mean_mm,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,Diet-Certainty,ForStrat-Value,ForStrat-Certainty,Activity-Nocturnal,Activity-Crepuscular,BodyMass-Value,BodyMass-SpecLevel,No_VF,RNA,DNA,Retro,Zoo,PhyloClust56,PhyloClust41,label,log_27-2_HuPopDen_Mean_n/km2,28-2_Temp_Mean_01degC_2,cluster_location,cluster_weather,gdp,poultry,livestock_mam,earth1_trees_needl,earth10_snowice,earth11_barren,earth12_water,earth2_trees_everg,earth3_trees_decid,earth4_trees_other,earth5_shrubs,earth6_veg_herba,earth7_veg_manag,earth8_veg_flood,earth9_urban,gens,mamdiv,pubs_fit,crop,past,pop,crop_change,past_change,pop_change,c,c2,cluster_weather_DBSCAN
Sturnira ludovici,24,0,0.0,Phyllostomidae,Sturnira,43.5,1,2756672.83,24.62,-4.34,10.13,-57.04,-106.62,-81.83,0,60.71,1.0,0.12,132.38,230.47,1271.5,1616.46,0,0,0,0,100,0,0,0,ABC,Ar,A,1,0,21.02,1,1,1,0,0,1,PC3,PC12,0,4.106108429142344,53116.4209,America,1,8101.067115480398,1514571.740459912,230809.15898163788,1.0292238626421697,0.0061225940507436535,0.451278871391076,28.717697944007,40.04054429133856,0.8438754374453199,7.525300524934384,2.592985126859144,4.6513223972003495,13.16842125984252,0.8029996719160105,0.17174486001749786,110.98076717350702,135.20157480314958,4.321545830948847,0.10816888188976374,0.17717264566929158,371258.56566623173,0.011685995275590551,-0.0012036173228346426,62963.56952361888,#0000FF,1,0
Epomophorus wahlbergi,14,0,0.0,Pteropodidae,Epomophorus,80.66,1,5397486.84,5.24,-34.21,-14.48,48.19,8.49,28.34,0,37.08,2.0,0.14,89.53,223.99,922.58,1483.6,0,0,0,0,100,0,0,0,ABC,Ar,A,1,0,91.58,1,1,1,0,0,1,PC7,PC41,0,3.6130777406976544,50171.5201,Africa,1,2824.7204328571647,335094.93383046146,199204.03670800733,0.08362125970179733,0.00015842013888888885,3.9427758629493432,9.20781269148283,18.263953099468946,7.435681295955888,22.13206233404821,14.707899752348847,9.493965864991818,14.247782564848848,0.35398973651960763,0.11294838899101305,101.91463827013912,111.43841911764706,3.4046297998897983,0.058699078124999936,0.3441733318014706,280001.6388844186,0.002810169117647058,0.0059467683823529426,64108.13092341082,#0000FF,3,0
Barbastella barbastellus,65,0,0.0,Vespertilionidae,Barbastella,38.49,1,3884782.92,60.57,27.99,44.28,49.43,-17.33,16.05,3,129.06,16.0,0.00949,57.71,84.24,498.71,630.2,100,0,0,0,0,0,0,0,ABC,A,A,1,0,8.03,1,0,0,0,0,0,PC1,PC1,0,4.860277412507693,7096.377599999999,Europe,0,14969.600841260057,1596582.710706601,399908.7963597883,3.437622844260136,0.02861538967877832,21.56963562236702,19.925095444971053,0.04054037486835176,4.8896755282385485,9.279315388033185,3.433378834254868,4.569507717877841,31.607303185887307,0.2910694773565031,0.9286829005397574,65.61237918918576,47.670616113744074,24.51837261044557,0.2573130533175353,0.17104002310426525,561988.0204953585,-0.010448969786729859,-0.0008232731042654082,31624.820404228085,#0000FF,2,2
Aselliscus stoliczkanus,73,0,0.0,Hipposideridae,Aselliscus,41.49,1,1399537.9,28.75,2.08,15.42,114.6,96.12,105.36,5,167.6,12.0,0.08,139.23,195.97,1102.58,1327.28,100,0,0,0,0,0,0,0,ABC,A,A,1,0,4.9,1,1,1,0,0,1,PC5,PC29,0,5.121580188047981,38404.2409,Asia,1,3694.9704230030943,4225980.085868643,776962.0096568207,2.4054957614290022,0.0925378443838933,0.07949307447774748,22.931710566151967,18.49583011656071,2.5822822055706927,13.299062973054795,7.103544315773539,1.7229104223433238,30.514844270360307,0.3717718740538901,0.4119716924008477,101.2771418536471,118.02179836512262,6.604375476822178,0.2070801662125341,0.10808688828337876,1303544.0576425423,0.003025866485013628,0.0016588201634877382,170212.59712548228,#0000FF,0,0
Uroderma bilobatum,37,0,0.0,Phyllostomidae,Uroderma,42.03,1,12877448.68,19.15,-25.48,-3.16,-34.79,-95.39,-65.09,0,27.68,0.0,0.12,152.59,237.52,1293.07,1542.99,10,0,0,0,80,10,0,0,ABC,Ar,A,1,0,16.69,1,1,0,0,1,0,PC3,PC12,0,3.3207101307494686,56415.7504,America,1,7090.256152980642,951487.5690296498,245398.77031064557,0.0759768416991553,0.0334306469298246,3.1215320419103323,12.18697764376218,43.088901782813494,2.732059576023392,11.575434484649115,5.475188383284601,3.774583587150748,16.924573383690678,0.8413603090480841,0.18126487370045488,107.72475214668829,146.97222222222226,3.7271871990849483,0.056220704678362515,0.20348076973684212,240853.38624522078,0.003777462719298245,-0.001819367690058483,40041.26985076169,#0000FF,1,0
Mimon crenulatum,11,0,0.0,Phyllostomidae,Mimon,48.84,1,10073417.99,19.67,-14.93,2.36,-34.79,-90.07,-62.43,0,19.59,0.0,0.12,163.06,244.41,1336.32,1574.05,50,0,0,0,50,0,0,0,ABC,S,B,1,0,13.75,1,0,0,0,0,0,PC3,PC12,0,2.975019231956449,59736.2481,America,1,7107.294524781803,780357.6398352131,187269.09287671465,0.045138288504642944,0.016653124666453186,1.138717245703918,14.323791426512955,52.51899649108758,0.8610756217312403,9.372714337175788,3.9329587602732414,3.656509232575516,13.149811145799973,0.8783518118262357,0.11168047550432264,111.65579948389578,154.02593659942363,2.738536226461396,0.0448317233429395,0.15663017291066275,206378.24386152,0.002137917387127761,0.0024664687800192136,34508.98618758114,#0000FF,1,0
Rhinolophus rouxii,48,0,0.0,Rhinolophidae,Rhinolophus,48.99,1,599516.17,22.36,6.37,14.36,96.66,72.73,84.69,22,372.79,70.0,0.07,117.75,258.78,925.29,1598.72,100,0,0,0,0,0,0,0,ABC,A,B,1,0,12.25,1,1,1,0,0,1,PC5,PC25,0,5.921015258417331,66967.08839999996,Asia,1,1803.2525149359024,1807709.9501151312,1030076.3540495244,0.054884259259259285,0.0006284153005464482,0.12754933211900418,29.008285139647842,6.410566560412871,3.451910291438982,6.4256849574984845,1.9162154675166962,0.5836471615057682,51.31947404371582,0.20692357316332705,0.5064742714025504,117.09117411135395,64.4207650273224,8.318799567215999,0.4550840273224044,0.027431923497267755,2398429.244806028,-0.003229748633879782,-0.003401601092896176,390333.7371358635,#0000FF,0,0
Trachops cirrhosus,16,0,0.0,Phyllostomidae,Trachops,58.45,1,12679671.21,18.6,-29.6,-5.5,-34.79,-96.36,-65.57,0,27.05,0.0,0.12,154.52,239.27,1306.41,1545.21,50,0,40,0,10,0,0,0,ABC,G,A,1,0,37.67,1,1,1,0,0,1,PC3,PC12,0,3.2976870052924907,57250.1329,America,1,7271.730756734951,1073502.711091572,258974.3097038205,0.07884172259507831,0.03516447613721108,3.981708473154367,11.83620302013423,40.46311372110363,3.331480005592839,11.414495059656973,6.195555975018637,4.149406459731543,17.368611903430278,0.9577747949291592,0.19876747762863545,105.914741012965,141.3201342281879,3.8664407917385097,0.06150253624161073,0.20626800335570453,241578.09588726988,0.003495164429530201,-0.0019682422818791986,39558.57421244298,#0000FF,1,0
Artibeus watsoni,21,0,0.0,Phyllostomidae,Artibeus,48.915,1,415964.09,19.12,7.2,13.16,-77.19,-95.55,-86.37,2,36.81,3.0,0.15,185.4,242.27,1374.71,1643.46,10,0,0,0,80,10,0,0,D1,Ar,A,1,0,11.2,1,1,1,0,0,0,PC3,PC12,0,3.60576954739093,58694.75290000001,America,1,6538.410815784321,1231396.1626103523,207533.9970295784,0.9424727668845316,0.00037377450980392163,0.11451797385620922,40.710162717864925,27.859958469498906,0.7157897603485838,5.4269376361655794,0.11448665577342056,1.6347399237472766,22.009921023965145,0.365199482570806,0.1031944444444444,111.17005646377041,124.71568627450979,3.5172741469583686,0.19025696078431373,0.2069736568627452,451707.81356344116,0.03608953921568628,0.010003372549019604,107169.24726789216,#0000FF,1,0
Barbastella leucomelas,103,0,0.0,Vespertilionidae,Barbastella,41.49,1,3609915.54,45.52,15.46,30.49,145.82,33.91,89.86,0,143.24,1.0,0.08,84.55,82.03,630.25,997.18,100,0,0,0,0,0,0,0,ABC,A,A,1,0,15.05,1,0,0,0,0,0,PC1,PC1,0,4.964521545130231,6728.9209,Asia,0,6329.265104196936,2521115.0155780273,682171.7762482183,1.4721275937707912,0.9356630748918828,33.54769367514967,12.294817058591148,2.55262009834498,1.7002045128493006,6.042844623253499,5.757541453551237,11.014408344768805,24.068481630489,0.12573912071689927,0.4834854769627406,77.4628724540232,52.89034431137725,8.827641572692846,0.1694633648952096,0.22070983645209555,1156550.5005524692,-0.0047945654940119795,0.002453171407185629,160814.1884553284,#0000FF,2,2
Bauerus dubiaquercus,18,0,0.0,Vespertilionidae,Antrozous,53.29,1,295020.71,21.5,11.17,16.34,-83.15,-106.52,-94.83,2,31.58,3.0,0.18,171.52,241.32,1396.07,1619.64,80,0,20,0,0,0,0,0,ABC,A,A,1,0,22.22,1,0,0,0,0,0,PC1,PC1,0,3.452524008827496,58235.3424,America,1,9075.01178848922,3147187.600456682,370005.27292102826,2.990052698975574,0.0003738179669030733,0.17623177698975578,30.796840524034682,20.788251576044136,2.1987076438140263,13.992113376674546,2.516252955082744,4.143182624113474,21.913994286840037,0.27238573680063044,0.2140327029156816,107.44506098526873,116.48936170212765,6.55970085322704,0.2542001205673759,0.1891504113475177,733957.5130099006,0.04861454609929078,0.009433312056737584,135148.02322934038,#0000FF,2,0
Myotis longipes,17,0,0.0,Vespertilionidae,Myotis,35.99,1,402070.4,35.34,25.02,30.18,90.63,68.5,79.56,0,219.35,1.0,0.11,94.68,100.93,766.43,1141.24,100,0,0,0,0,0,0,0,ABC,A,A,1,0,7.25,2,0,0,0,0,0,PC1,PC4,0,5.390668627612222,10186.8649,Europe,0,2024.673965758932,1346153.7293809005,1439978.947448531,1.2303082729468604,2.1581301328502405,19.192926328502427,1.2267883454106279,0.8128571859903384,0.6732433574879225,3.7520751811594217,10.505116847826097,17.697879830917877,42.25852355072463,0.015251811594202903,0.488886775362319,72.50831733091788,51.66521739130434,10.439357986651238,0.32928804347826074,0.13524215217391308,2493506.4664813043,0.0069378260869565255,0.00018745652173912908,492015.78276823024,#0000FF,2,1
Rhinolophus malayanus,15,0,0.0,Rhinolophidae,Rhinolophus,41.49,1,974834.21,22.25,1.26,11.75,107.06,97.36,102.21,3,132.0,10.0,0.09,155.86,238.68,1187.06,1555.76,100,0,0,0,0,0,0,0,ABC,A,B,1,0,6.7,1,0,0,0,0,0,PC5,PC25,0,4.8828019225863715,56968.1424,Asia,1,4140.3980662580625,3258669.3911587414,281559.4184211967,0.2171726747815232,0.0005930087390761548,0.09899695692883884,29.88659449126092,21.395337468789016,2.8334464731585527,6.4035190387016225,6.142461376404494,0.5252555399500626,31.74797011548068,0.4354751872659176,0.31978659488139816,113.22254368996492,125.71910112359552,4.915712519405021,0.2411735000000001,0.019264573033707863,929707.0461475728,0.005974522471910113,0.0032146573033707865,135684.22150565733,#0000FF,0,0
Myotis pequinius,42,0,0.0,Vespertilionidae,Myotis,48.99,1,273300.51,41.45,30.94,36.2,122.7,114.55,118.62,44,530.05,101.0,0.04,54.68,114.57,692.59,873.25,100,0,0,0,0,0,0,0,ABC,A,A,1,0,9.52,2,3,1,2,0,3,PC1,PC4,0,6.272971341719106,13126.2849,Europe,0,2664.2060599999977,19885325.94157681,2081941.8352180724,1.2628603059581316,0.09511070853462164,1.10597423510467,23.42165760869565,0.07619565217391312,1.2435698470209349,3.3989019726247984,1.1564694041867958,1.9267673107890484,63.04203603059585,0.3219223027375201,2.950658212560385,69.55594075690023,36.2463768115942,51.9759148949106,0.494059579710145,0.12350768115942028,4946452.684711884,0.02106223188405797,-0.0007843188405797111,455819.19761913037,#0000FF,2,2
Nyctinomops macrotis,10,0,0.0,Molossidae,Nyctinomops,60.99,1,18149920.2,39.35,-34.98,2.18,-34.79,-117.28,-76.03,0,30.69,0.0,0.11,127.1,222.69,1148.78,1452.7,100,0,0,0,0,0,0,0,ABC,A,A,1,0,18.4,1,2,2,0,0,2,PC1,PC7,0,3.4239368686316447,49590.8361,America,1,13504.304283144424,1329255.8092946354,256254.5275221809,1.9400956435205656,0.027386603764312758,3.3201399945943337,14.813204150081095,27.352691563467477,4.1096437785640605,11.736572773846385,10.404441803037036,7.081175180598569,18.079039080544497,0.8167705415499537,0.3278303909283013,99.29551969506741,113.90844758956214,10.04820128660882,0.1011096284829722,0.23402578018575826,275735.46457937657,0.0031054869526758056,-0.0038497934542238,42500.24709730566,#0000FF,2,0
Myotis altarium,78,0,0.0,Vespertilionidae,Myotis,45.0,1,1128465.11,31.88,18.98,25.43,118.41,99.19,108.8,9,260.25,46.0,0.06,111.91,155.23,994.01,1071.24,100,0,0,0,0,0,0,0,ABC,A,A,1,0,11.0,1,1,1,0,0,1,PC1,PC4,0,5.561642707495079,24096.3529,Asia,0,2543.5187399999977,7297016.0537599325,1648492.5791019606,5.7999808114035085,0.1526541179337232,0.07501675194931777,7.3511065423976625,10.997787828947368,2.3725935063352828,21.930698099415213,8.088859953703706,4.389054580896686,37.77210313109158,0.441207358674464,0.6480010355750485,82.24063203449211,100.64035087719299,10.004287230106824,0.2028611447368421,0.216192403508772,2333740.282885614,-0.016007539473684215,-8.174122807017607e-05,224360.1890805263,#0000FF,2,1
Rhinolophus luctus,20,0,0.0,Rhinolophidae,Rhinolophus,67.5,1,6885843.77,32.03,-8.84,11.59,120.11,73.63,96.87,1,236.75,8.0,0.09,149.0,215.07,1092.37,1422.49,100,0,0,0,0,0,0,0,ABC,A,B,1,0,33.45,1,2,0,1,1,2,PC5,PC25,0,5.4670047320661865,46255.1049,Asia,1,2872.378387616613,3718532.397798393,951266.9305916141,1.9718932920455745,0.5741594151771713,0.9613752351834434,23.191757473607158,14.87089448102854,2.051600292672729,9.180190171945243,4.326884537995186,4.8097577610536195,37.24415928451968,0.3722157546775375,0.4568717335632906,99.92848476649021,91.98212605832548,8.283653987733897,0.3043427789275633,0.09260768015051732,2010805.7824535328,0.00034203198494825584,0.0003818372530573832,289504.0792332729,#0000FF,0,0
Ia io,168,0,0.0,Vespertilionidae,Ia,75.49,1,1379038.44,30.92,18.45,24.68,113.83,83.67,98.75,4,159.16,12.0,0.08,127.08,177.14,1012.15,1225.46,100,0,0,0,0,0,0,0,ABC,A,A,1,0,49.2,1,4,3,1,0,2,PC1,PC1,0,5.069909985558729,31378.579599999994,Asia,1,2285.423864790996,4642708.4391722735,1407543.8488624752,3.3088524401473283,1.2515419736034379,1.0855459637814604,7.812966543891956,13.371536026703494,3.231243093922652,16.079378069367703,7.886480202578273,8.658475675260894,36.51789863413136,0.3722350751995091,0.4399551104972375,85.07984830012047,101.1436464088398,7.231919689203744,0.22740981767955826,0.1813939751381215,2310093.7381922044,-0.00545454143646409,0.0021643784530386754,278195.49693664355,#0000FF,2,1
Murina puta,19,0,0.0,Vespertilionidae,Murina,35.49,1,36065.98,25.29,21.9,23.6,122.0,120.04,121.02,70,676.6,73.0,0.03,160.5,165.8,980.75,1250.985,100,0,0,0,0,0,0,0,ABC,A,A,1,0,6.73,2,0,0,0,0,0,PC1,PC4,0,6.517080256346607,27489.640000000007,Asia,1,,3646092.458333334,397045.9791973333,0.6297569444444452,0.0008333333333333327,0.1554745370370371,50.1920486111111,23.528090277777785,0.03858796296296296,6.73158564814814,2.4308217592592603,0.5159722222222215,13.468252314814803,0.5605324074074074,1.7309143518518515,89.41723457600911,63.16666666666666,5.0479993603540265,0.13135899999999998,0.06457483333333335,1960238.534464,0.0,-0.0004076666666666669,267183.1542473333,#0000FF,2,1
Mormoops megalophylla,17,0,0.0,Mormoopidae,Mormoops,54.99,1,3624939.01,33.12,-7.08,13.01,-59.96,-115.91,-87.94,0,51.06,1.0,0.12,85.54,211.38,946.69,1440.48,100,0,0,0,0,0,0,0,ABC,A,A,1,0,15.81,1,0,0,0,0,0,PC3,PC13,0,3.9330014118133376,44681.5044,America,1,13604.440925391153,1413880.747173248,196428.2587168181,2.818507325170564,0.0052305677387914215,1.0114772934941525,26.331194109405487,30.82328246832356,1.3863317038255354,8.789405305799225,8.816892132675438,6.542405427631576,12.435171555190065,0.7516934697855744,0.2903458516081869,105.82059176419618,115.59429824561407,8.935819423285267,0.10409752412280704,0.2145224725877192,334260.59440501715,0.008575813596491226,-0.0015671151315789448,56079.631423630475,#0000FF,1,0
Penthetor lucasi,79,0,0.0,Pteropodidae,Penthetor,60.5,1,647764.08,7.03,-4.16,1.43,119.26,100.16,109.71,1,58.45,3.0,0.17,250.99,249.68,1681.76,1731.16,0,0,0,0,100,0,0,0,ABC,Ar,A,1,0,38.17,1,0,0,0,0,0,PC7,PC42,0,4.0681716879180785,62340.1024,Asia,1,5316.629829938271,2131538.6149223456,79806.12515815433,0.01419581618655692,0.0005161179698216733,0.06814429012345677,41.116959447873796,39.04905006858711,0.16593535665294942,0.7307158779149517,0.6728750857338818,0.03784079218106996,17.322510288065835,0.6606575788751713,0.16564729080932786,114.88885468977699,119.32716049382715,2.952237035632672,0.24506092592592585,0.007524314814814813,399457.1201286297,0.013673283950617295,-0.0007351419753086418,80842.43811705554,#0000FF,3,-1
Mops condylurus,13,0,0.0,Molossidae,Mops,47.22,1,16249258.42,18.08,-29.64,-5.77,51.41,-17.53,16.93,0,34.91,1.0,0.13,92.42,243.6,922.06,1564.21,100,0,0,0,0,0,0,0,ABC,A,A,1,0,28.37,1,2,2,0,0,2,PC1,PC7,0,3.5527733211169448,59340.96,Africa,1,1972.960058985456,420609.3224940343,315934.62409899646,0.045852302289282006,0.00011583709099317839,13.11657239998846,8.315674319285455,12.026817695687356,5.693098009885542,20.534029078506194,11.796825933633942,9.57293249219562,18.404737505781,0.38226456815816856,0.10065094230546888,109.49714649880545,96.70187304890742,3.2625239361719323,0.08806059417273666,0.3162894531737773,351667.7519972773,0.008278912591050984,0.0013919334027055151,80505.13996990844,#0000FF,2,0
Phyllostomus hastatus,16,0,0.0,Phyllostomidae,Phyllostomus,83.27,1,12690238.32,16.02,-24.14,-4.05,-34.79,-88.57,-61.68,0,24.58,0.0,0.11,151.77,238.87,1289.95,1538.68,40,0,50,0,10,0,0,0,ABC,S,B,1,0,87.21,1,0,0,0,0,0,PC3,PC12,0,3.2019331041378885,57058.8769,America,1,7053.228214616025,912072.357309453,244517.23336983466,0.030861579153605018,0.034545672239637795,3.0203006900905605,10.14207609500173,44.86001170106233,2.5164914228491813,11.947040828544054,5.7391796738941165,3.9110115160222927,16.773844969087406,0.8595270049634274,0.17756209726576122,107.90917356249594,151.72570532915358,3.679680505161308,0.04602936442006266,0.20543270297805644,222420.9971798614,0.0014799278996865198,-0.0014808189655172474,34775.542541362855,#0000FF,1,0
Lophostoma silvicolum,27,0,0.0,Phyllostomidae,Lophostoma,54.5,2,13507762.32,15.43,-26.74,-5.65,-34.79,-86.3,-60.54,0,24.04,0.0,0.11,148.53,236.1,1276.66,1519.56,90,0,0,0,10,0,0,0,ABC,S,B,1,0,32.29,1,0,0,0,0,0,PC3,PC12,0,3.1797191096670065,55743.21,America,1,7184.112686527664,977609.8835208472,251458.81078621343,0.0220409471971972,0.03792406990323662,3.774846304637975,9.712309444861523,43.48708171713377,3.3653314251751745,11.900679690106768,5.97054966424758,3.8768625917584254,16.79407282282282,0.8796204537871217,0.1905492992992994,106.7103608976681,148.5848348348348,3.766197418030908,0.0479946456456456,0.2056273648648648,218148.81903860965,0.001774261261261262,-0.0005151951951951983,34554.864739450466,#0000FF,1,0
Plecotus austriacus,31,0,0.0,Vespertilionidae,Plecotus,39.7,1,8090041.6,55.38,10.06,32.72,119.32,-17.53,50.89,0,102.06,1.0,0.05,41.55,103.59,396.55,888.68,100,0,0,0,0,0,0,0,ABC,S,A,1,0,7.3,1,1,0,1,0,0,PC1,PC1,0,4.625560875635825,10730.8881,Europe,0,7055.409913991227,1554885.8689174154,494109.84641059313,1.814237490450731,0.4759358819285292,36.74966244641792,9.727540239580662,1.5265844368050259,1.9134170751634032,6.0568598007384775,4.653519146294892,11.005074643493755,25.48610148225959,0.12246932295645555,0.4745084245819536,80.26046633821434,50.56245225362873,10.331271500957573,0.17024653972498052,0.23823611707410305,707926.6384215759,-0.005335220397249828,0.0018205330404889191,93488.70174010203,#0000FF,2,2
Rhinolophus lepidus,78,0,0.0,Rhinolophidae,Rhinolophus,40.0,1,3486146.34,36.63,-0.44,18.09,102.93,64.84,83.88,1,284.24,14.0,0.1,104.9,216.1,826.49,1384.63,100,0,0,0,0,0,0,0,ABC,A,B,1,0,5.7,1,3,2,1,0,1,PC5,PC25,0,5.649818951712772,46699.21,Asia,1,2429.294841432197,1681258.0872001632,936225.1120308443,1.1195813204508858,1.947216957760436,10.64662222841571,14.138621949708915,7.465189752879972,1.867247538089932,5.894846479004093,6.351315573516655,13.32047310479377,36.703689226433795,0.18133918617614272,0.3749962064907713,86.13515990850216,71.10367892976589,6.754356766459452,0.2841304258639911,0.1389631348940915,1713010.762375998,6.361315496097908e-05,-0.0001231326644370126,301946.89425500465,#0000FF,0,0
Pipistrellus tenuis,15,0,0.0,Vespertilionidae,Pipistrellus,29.93,1,7367449.16,36.25,-10.57,12.84,130.87,66.76,98.82,1,243.64,12.0,0.1,130.16,228.99,965.15,1461.98,100,0,0,0,0,0,0,0,ABC,A,A,1,0,4.7,1,0,0,0,0,0,PC1,PC1,0,5.4956917259682845,52436.4201,Asia,1,3306.0704527806024,3515675.2579719117,871297.8444619311,1.5820643359853117,0.8245484836121313,4.075172633618937,28.782323711410278,11.021612309601533,1.535775066299469,7.069919505643973,4.481217997756022,7.019109079627372,32.81940105229156,0.324040442676459,0.47338964538283707,94.41096487739836,74.40514075887394,8.533785368895334,0.2824412166462667,0.10369292962056316,1740408.615586728,0.0018681946144430773,-0.00032265238678090574,253081.49333007226,#0000FF,2,0
