Species,Total,Positive,Percentage,MSW05_Family,MSW05_Genus,8-1_AdultForearmLen_mm,12-1_HabitatBreadth,26-1_GR_Area_km2,26-2_GR_MaxLat_dd,26-3_GR_MinLat_dd,26-4_GR_MidRangeLat_dd,26-5_GR_MaxLong_dd,26-6_GR_MinLong_dd,26-7_GR_MidRangeLong_dd,27-1_HuPopDen_Min_n/km2,27-2_HuPopDen_Mean_n/km2,27-3_HuPopDen_5p_n/km2,27-4_HuPopDen_Change,28-1_Precip_Mean_mm,28-2_Temp_Mean_01degC,30-1_AET_Mean_mm,30-2_PET_Mean_mm,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,Diet-Certainty,ForStrat-Value,ForStrat-Certainty,Activity-Nocturnal,Activity-Crepuscular,BodyMass-Value,BodyMass-SpecLevel
Lophostoma brasiliense,2,0,0.0,Phyllostomidae,Lophostoma,36.5,2.0,8518317.74,19.31,-19.19,0.05,-34.79,-94.7,-64.74,0.0,20.88,0.0,0.12,162.48,242.69,1359.92,1586.93,90.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,ABC,S,B,1.0,0.0,9.76,1.0
Lophostoma silvicolum,27,0,0.0,Phyllostomidae,Lophostoma,54.5,2.0,13507762.32,15.43,-26.74,-5.65,-34.79,-86.3,-60.54,0.0,24.04,0.0,0.11,148.53,236.1,1276.66,1519.56,90.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,ABC,S,B,1.0,0.0,32.29,1.0
Macroglossus minimus,5,1,0.2,Pteropodidae,Macroglossus,40.23,1.0,3030953.37,18.65,-21.21,-1.28,162.39,95.18,128.79,0.0,106.01,0.0,0.12,194.34,248.02,1397.33,1726.13,0.0,0.0,0.0,0.0,20.0,80.0,0.0,0.0,ABC,Ar,A,1.0,0.0,16.37,1.0
Macroglossus sobrinus,2,0,0.0,Pteropodidae,Macroglossus,46.96,1.0,1987018.44,28.19,-8.96,9.61,116.73,88.0,102.36,2.0,179.06,8.0,0.09,180.67,236.56,1279.09,1582.09,0.0,0.0,0.0,0.0,20.0,80.0,0.0,0.0,ABC,Ar,A,1.0,0.0,22.13,1.0
Megaderma lyra,3,1,0.3333333333333333,Megadermatidae,Megaderma,69.5,1.0,6486789.9,34.77,1.26,18.01,119.66,67.29,93.48,0.0,260.94,7.0,0.08,112.7,205.2,872.75,1351.18,40.0,30.0,20.0,10.0,0.0,0.0,0.0,0.0,ABC,G,B,1.0,0.0,45.54,1.0
Megaerops kusnotoi,41,1,0.024390243902439025,Pteropodidae,Megaerops,51.32,1.0,4065.54,-6.5,-8.31,-7.41,114.24,106.15,110.19,270.0,579.15,270.0,0.05,239.38,230.67,1636.0,1922.0,0.0,0.0,0.0,0.0,80.0,20.0,0.0,0.0,D2,Ar,A,1.0,0.0,35.94,2.0
Megaerops niphanae,130,1,0.007692307692307694,Pteropodidae,Megaerops,57.17,1.0,171269.5,27.98,12.16,20.07,109.16,88.38,98.77,4.0,115.69,9.0,0.08,137.76,226.22,1157.82,1582.6,0.0,0.0,0.0,0.0,80.0,20.0,0.0,0.0,D2,Ar,A,1.0,0.0,32.6,1.0
Mesophylla macconnelli,1,0,0.0,Phyllostomidae,Mesophylla,31.62,1.0,8790472.74,12.59,-19.21,-3.31,-46.06,-84.05,-65.06,0.0,14.9,0.0,0.14,169.03,243.05,1386.57,1572.94,10.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,ABC,Ar,A,1.0,0.0,6.92,1.0
Micronycteris hirsuta,3,0,0.0,Phyllostomidae,Micronycteris,43.3,1.0,4915005.84,14.24,-12.97,0.63,-55.21,-87.68,-71.45,0.0,17.16,0.0,0.11,173.72,251.33,1460.05,1618.03,80.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,D1,S,B,1.0,0.0,12.01,1.0
Micronycteris minuta,2,0,0.0,Phyllostomidae,Micronycteris,34.0,1.0,12260456.67,14.37,-29.39,-7.5,-34.79,-86.27,-60.53,0.0,24.91,0.0,0.11,154.41,237.7,1303.31,1539.04,80.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,D1,S,B,1.0,0.0,6.5,1.0
Micronycteris schmidtorum,5,0,0.0,Phyllostomidae,Micronycteris,35.49,1.0,6440621.09,15.94,-25.48,-4.76,-34.79,-89.36,-62.08,0.0,33.65,0.0,0.1,161.29,245.72,1359.49,1589.64,80.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,D1,S,B,1.0,0.0,7.53,1.0
Micropteropus pusillus,6,0,0.0,Pteropodidae,Micropteropus,51.98,1.0,7997702.34,13.97,-12.82,0.57,38.73,-16.82,10.95,0.0,40.52,1.0,0.12,124.59,245.19,1153.38,1557.21,0.0,0.0,0.0,0.0,90.0,10.0,0.0,0.0,ABC,Ar,A,1.0,0.0,26.57,1.0
Mimon crenulatum,11,0,0.0,Phyllostomidae,Mimon,48.84,1.0,10073417.99,19.67,-14.93,2.36,-34.79,-90.07,-62.43,0.0,19.59,0.0,0.12,163.06,244.41,1336.32,1574.05,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,ABC,S,B,1.0,0.0,13.75,1.0
Miniopterus inflatus,12,7,0.5833333333333334,Vespertilionidae,Miniopterus,48.09,1.0,2563885.05,9.38,-20.75,-5.68,39.26,9.37,24.32,0.0,48.07,3.0,0.15,84.1,218.37,943.84,1492.35,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,14.2,1.0
Miniopterus magnater,217,16,0.07373271889400923,Vespertilionidae,Miniopterus,49.99,1.0,781666.55,24.8,-10.37,7.21,147.86,95.77,121.82,1.0,104.32,2.0,0.08,196.74,230.09,1364.06,1621.73,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,14.07,1.0
Miniopterus pusillus,586,28,0.04778156996587031,Vespertilionidae,Miniopterus,41.99,1.0,147746.63,28.19,-10.37,8.91,130.87,74.83,102.85,5.0,297.74,17.0,0.08,154.37,233.56,1247.21,1605.38,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,8.61,1.0
Miniopterus schreibersii,2240,159,0.07098214285714285,Vespertilionidae,Miniopterus,45.99,1.0,49430485.11,50.89,-39.13,5.87,162.39,-17.53,72.43,0.0,94.58,0.0,0.1,74.56,198.74,679.41,1335.68,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,11.46,1.0
Molossus currentium,10,1,0.1,Molossidae,Molossus,41.0,1.0,1346846.01,12.46,-4.95,3.75,-60.78,-84.18,-72.48,0.0,61.82,1.0,0.12,140.76,238.26,1338.73,1618.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,17.79,1.0
Molossus molossus,265,30,0.11320754716981132,Molossidae,Molossus,38.22,1.0,16538107.62,28.68,-39.01,-5.16,-34.79,-108.56,-71.68,0.0,32.82,0.0,0.1,137.03,226.13,1211.68,1469.82,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,13.58,1.0
Mops condylurus,13,0,0.0,Molossidae,Mops,47.22,1.0,16249258.42,18.08,-29.64,-5.77,51.41,-17.53,16.93,0.0,34.91,1.0,0.13,92.42,243.6,922.06,1564.21,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,28.37,1.0
Mops midas,2,1,0.5,Molossidae,Mops,61.5,1.0,5759773.7,18.72,-25.6,-3.44,50.48,-17.53,16.47,0.0,43.7,1.0,0.11,88.42,253.53,878.83,1602.18,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,45.22,1.0
Mormoops megalophylla,17,0,0.0,Mormoopidae,Mormoops,54.99,1.0,3624939.01,33.12,-7.08,13.01,-59.96,-115.91,-87.94,0.0,51.06,1.0,0.12,85.54,211.38,946.69,1440.48,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,15.81,1.0
Murina leucogaster,193,6,0.031088082901554407,Vespertilionidae,Murina,41.99,1.0,644305.67,34.59,14.33,24.46,120.1,84.67,102.38,3.0,249.08,7.0,0.06,121.31,122.73,909.96,1043.44,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,7.55,1.0
Murina puta,19,0,0.0,Vespertilionidae,Murina,35.49,1.0,36065.98,25.29,21.9,23.6,122.0,120.04,121.02,70.0,676.6,73.0,0.03,160.5,165.8,980.75,1250.9850000000001,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,6.73,2.0
Myotis adversus,9,0,0.0,Vespertilionidae,Myotis,39.81,1.0,418891.81,25.29,-15.6,4.84,167.21,100.03,133.62,3.0,387.9,4.0,0.11,219.39,239.98,1623.62,1768.83,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,G,B,1.0,0.0,10.55,1.0
Myotis albescens,2,0,0.0,Vespertilionidae,Myotis,35.99,1.0,14769379.45,18.66,-37.84,-9.59,-34.79,-94.81,-64.8,0.0,25.67,0.0,0.11,145.37,232.23,1260.9,1493.18,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,5.3,1.0
Myotis alcathoe,5,0,0.0,Vespertilionidae,Myotis,38.155,1.0,737413.1,28.57,17.36,23.68,50.48,4.1,31.91,1.0,74.39,4.0,0.08,94.68,155.23,836.19,1161.6399999999999,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D1,A,A,1.0,0.0,7.74,0.0
Myotis altarium,78,0,0.0,Vespertilionidae,Myotis,45.0,1.0,1128465.11,31.88,18.98,25.43,118.41,99.19,108.8,9.0,260.25,46.0,0.06,111.91,155.23,994.01,1071.24,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,11.0,1.0
Myotis bechsteinii,65,1,0.015384615384615384,Vespertilionidae,Myotis,41.99,1.0,2326533.53,53.88,36.65,45.26,44.73,-9.29,17.72,3.0,139.49,18.0,0.01,61.16,85.35,515.69,603.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,S,A,1.0,0.0,9.47,1.0
Myotis blythii,239,27,0.11297071129707112,Vespertilionidae,Myotis,58.49,1.0,3247785.97,53.33,23.76,38.55,120.21,31.51,75.86,0.0,112.68,2.0,0.1,39.35,116.67,416.49,1003.83,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,22.47,1.0
Myotis brandtii,35,2,0.057142857142857134,Vespertilionidae,Myotis,34.99,1.0,10341787.32,66.02,36.01,51.02,143.94,-9.49,67.22,0.0,74.22,1.0,0.01,45.44,42.96,412.53,528.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,B,1.0,0.0,5.3,1.0
Myotis capaccinii,70,7,0.1,Vespertilionidae,Myotis,40.0,1.0,1758634.4,47.44,27.03,37.23,62.29,-6.26,28.01,0.0,114.17,7.0,0.05,47.13,125.18,431.11,972.93,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,7.44,1.0
Myotis chinensis,167,0,0.0,Vespertilionidae,Myotis,65.0,1.0,1209407.95,28.57,17.35,22.96,119.95,97.61,108.78,1.0,241.48,46.0,0.06,118.99,156.31,1046.22,1163.47,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,42.0,1.0
Myotis ciliolabrum,1,0,0.0,Vespertilionidae,Myotis,38.155,1.0,737413.1,28.57,17.36,23.68,50.48,4.1,31.91,1.0,74.39,4.0,0.08,94.68,155.23,836.19,1161.6399999999999,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D1,A,A,1.0,0.0,4.89,1.0
Myotis dasycneme,172,38,0.22093023255813954,Vespertilionidae,Myotis,45.5,1.0,6606862.4,65.1,44.57,54.84,125.67,4.1,64.89,0.0,56.05,1.0,0.00518,43.12,28.93,387.58,427.69,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,14.13,1.0
Myotis daubentonii,859,46,0.053550640279394636,Vespertilionidae,Myotis,36.59,1.0,14824937.25,63.01,26.73,44.87,145.82,-10.47,67.67,0.0,71.14,0.0,0.00965,46.1,21.71,426.22,515.06,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,7.63,1.0
Myotis davidii,116,16,0.13793103448275862,Vespertilionidae,Myotis,38.155,1.0,737413.1,28.57,17.36,23.68,50.48,4.1,31.91,1.0,74.39,4.0,0.08,94.68,155.23,836.19,1161.6399999999999,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D1,A,A,1.0,0.0,7.74,0.0
Myotis emarginatus,328,14,0.042682926829268296,Vespertilionidae,Myotis,40.0,1.0,3765086.81,53.39,23.21,38.3,73.14,-9.32,31.91,0.0,118.77,6.0,0.04,48.03,97.72,440.36,748.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,S,A,1.0,0.0,7.66,1.0
Myotis evotis,56,1,0.017857142857142856,Vespertilionidae,Myotis,36.72,1.0,3119769.09,54.76,25.49,40.12,-102.53,-127.89,-115.21,0.0,21.49,0.0,0.08,36.24,60.78,363.99,788.12,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,S,A,1.0,0.0,6.7,1.0
Myotis fimbriatus,26,6,0.2307692307692308,Vespertilionidae,Myotis,38.155,1.0,100728.99,26.8,22.25,24.53,118.38,113.73,116.06,83.0,366.57,109.0,0.07,114.1,172.79,1135.7,1187.92,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D1,A,A,1.0,0.0,7.74,0.0
Myotis formosus,66,3,0.045454545454545456,Vespertilionidae,Myotis,48.99,1.0,3602303.43,54.34,-8.84,22.74,133.24,62.64,97.94,1.0,285.66,9.0,0.08,131.68,165.44,966.21,1190.37,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,7.0,1.0
Myotis horsfieldii,61,2,0.032786885245901634,Vespertilionidae,Myotis,38.31,1.0,1457245.69,26.68,-8.96,8.85,125.15,72.82,98.99,1.0,206.87,4.0,0.13,193.27,245.85,1301.58,1633.73,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,6.26,1.0
Myotis ikonnikovi,68,0,0.0,Vespertilionidae,Myotis,33.5,1.0,1685813.38,57.22,33.42,45.32,145.82,79.15,112.48,0.0,82.24,1.0,0.03,44.95,5.44,375.42,587.49,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,5.62,2.0
Myotis keaysi,2,0,0.0,Vespertilionidae,Myotis,36.5,1.0,3235410.02,23.81,-28.28,-2.23,-59.78,-100.01,-79.9,0.0,42.94,1.0,0.12,131.91,214.67,1226.6,1534.95,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,5.3,1.0
Myotis laniger,11,0,0.0,Vespertilionidae,Myotis,38.155,1.0,920362.79,31.21,18.16,24.69,117.95,91.45,104.7,1.0,177.28,2.0,0.08,148.27,154.9,1078.23,1239.13,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D1,A,A,1.0,0.0,7.74,0.0
Myotis longipes,17,0,0.0,Vespertilionidae,Myotis,35.99,1.0,402070.4,35.34,25.02,30.18,90.63,68.5,79.56,0.0,219.35,1.0,0.11,94.68,100.93,766.43,1141.24,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,7.25,2.0
Myotis lucifugus,205,54,0.2634146341463415,Vespertilionidae,Myotis,37.76,1.0,737413.1,28.57,17.36,23.68,50.48,4.1,31.91,1.0,74.39,4.0,0.08,94.68,155.23,836.19,1161.6399999999999,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,7.65,1.0
Myotis muricola,4,0,0.0,Vespertilionidae,Myotis,34.69,1.0,6272844.55,36.45,-10.32,13.06,128.34,69.25,98.8,0.0,186.32,4.0,0.1,162.57,195.77,1152.57,1414.46,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,4.09,1.0
Myotis myotis,462,32,0.06926406926406926,Vespertilionidae,Myotis,63.9,1.0,3731149.73,58.87,36.01,47.44,34.16,-9.49,12.33,3.0,135.16,15.0,0.00512,58.21,91.02,504.81,658.57,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,S,A,1.0,0.0,24.79,1.0
Myotis mystacinus,38,1,0.02631578947368421,Vespertilionidae,Myotis,38.155,1.0,737413.1,28.57,17.36,23.68,50.48,4.1,31.91,1.0,74.39,4.0,0.08,94.68,155.23,836.19,1161.6399999999999,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,B,1.0,0.0,4.99,1.0
Myotis nattereri,123,19,0.15447154471544716,Vespertilionidae,Myotis,39.35,1.0,4811054.08,61.85,30.25,46.05,68.43,-10.47,28.97,0.0,124.35,10.0,0.01,53.52,83.23,461.22,637.45,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,S,A,1.0,0.0,7.14,1.0
Myotis nigricans,17,1,0.05882352941176471,Vespertilionidae,Myotis,38.155,1.0,14531338.92,24.12,-29.99,-2.93,-34.79,-100.44,-67.62,0.0,26.44,0.0,0.11,145.55,234.83,1263.31,1511.65,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,4.24,1.0
Myotis occultus,17,5,0.29411764705882354,Vespertilionidae,Myotis,38.155,1.0,737413.1,28.57,17.36,23.68,50.48,4.1,31.91,1.0,74.39,4.0,0.08,94.68,155.23,836.19,1161.6399999999999,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D1,A,A,1.0,0.0,8.79,1.0
Myotis oxygnathus,24,2,0.08333333333333333,Vespertilionidae,Myotis,38.155,1.0,2492979.74,50.8,33.35,42.08,70.58,-7.68,31.45,0.0,112.2,11.0,0.03,52.89,94.78,482.76,795.65,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D1,A,A,1.0,0.0,21.23,1.0
Myotis pequinius,42,0,0.0,Vespertilionidae,Myotis,48.99,1.0,273300.51,41.45,30.94,36.2,122.7,114.55,118.62,44.0,530.05,101.0,0.04,54.68,114.57,692.59,873.25,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,9.52,2.0
Myotis punicus,3,0,0.0,Vespertilionidae,Myotis,38.155,1.0,503619.95,37.34,31.46,34.4,14.57,-8.85,2.86,3.0,141.27,5.0,0.1,34.26,154.18,394.64,1163.17,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D1,A,A,1.0,0.0,7.74,0.0
Myotis ricketti,1004,37,0.036852589641434265,Vespertilionidae,Myotis,56.49,1.0,796233.64,37.81,21.66,29.74,121.66,98.79,110.23,45.0,374.84,100.5,0.06,106.94,150.94,1000.2,1099.26,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,7.74,0.0
Myotis riparius,1,1,1.0,Vespertilionidae,Myotis,34.99,1.0,14273179.55,15.88,-34.94,-9.52,-34.79,-86.84,-60.81,0.0,24.54,0.0,0.11,146.96,233.61,1267.62,1501.42,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,5.55,1.0
Myotis siligorensis,44,1,0.022727272727272728,Vespertilionidae,Myotis,32.99,1.0,1554491.46,32.93,2.66,17.79,119.26,76.47,97.87,0.0,233.71,4.0,0.1,149.61,182.97,1097.96,1350.39,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,2.7,1.0
Myotis velifer,7,3,0.42857142857142855,Vespertilionidae,Myotis,41.99,1.0,1714121.75,40.31,13.9,27.11,-87.15,-113.7,-100.43,0.0,43.73,0.0,0.09,56.05,180.04,720.39,1255.64,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,10.1,1.0
Myotis volans,154,12,0.07792207792207792,Vespertilionidae,Myotis,37.5,1.0,4717135.24,60.8,19.12,39.96,-97.41,-137.95,-117.68,0.0,25.7,0.0,0.1,40.33,81.83,405.07,857.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,8.46,1.0
Nanonycteris veldkampii,1,1,1.0,Pteropodidae,Nanonycteris,48.0,1.0,1388474.86,10.81,3.52,7.16,19.11,-12.49,3.3,3.0,87.79,8.0,0.11,140.81,259.24,1164.08,1580.71,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,ABC,Ar,A,1.0,0.0,21.89,1.0
Natalus stramineus,5,0,0.0,Natalidae,Natalus,38.86,1.0,3998095.4,30.42,-22.96,3.72,-34.79,-112.03,-73.41,0.0,48.8,1.0,0.1,120.63,230.73,1097.42,1522.72,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,5.48,1.0
Neoromicia capensis,20,2,0.1,Vespertilionidae,Neoromicia,31.54,1.0,15781762.19,16.33,-34.83,-9.25,44.07,-16.88,13.59,0.0,33.75,1.0,0.13,92.96,230.89,929.27,1505.99,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,5.96,1.0
Neoromicia helios,2,0,0.0,Vespertilionidae,Neoromicia,31.25,1.0,2275484.15,15.75,-5.31,5.21,47.19,31.54,39.36,0.0,48.19,2.0,0.11,64.83,229.52,829.37,1580.53,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D1,A,A,1.0,0.0,3.56,1.0
Neoromicia nanus,18,1,0.05555555555555555,Vespertilionidae,Neoromicia,29.0,1.0,14429424.31,15.75,-33.4,-8.82,50.48,-16.79,16.84,0.0,36.78,1.0,0.14,102.98,235.81,1011.47,1542.12,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,3.88,1.0
Neoromicia tenuipinnis,4,0,0.0,Vespertilionidae,Neoromicia,30.96,1.0,6710058.7,12.81,-10.98,0.91,41.15,-16.79,12.18,0.0,44.28,1.0,0.13,127.51,239.59,1194.73,1553.55,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,5.35,1.0
Neoromicia zuluensis,2,1,0.5,Vespertilionidae,Neoromicia,31.25,1.0,1155340.39,-17.97,-27.64,-22.81,32.54,13.67,23.1,0.0,15.0,0.0,0.1,40.85,201.2,565.18,1395.42,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D1,A,A,1.0,0.0,4.14,1.0
Noctilio albiventris,2,0,0.0,Noctilionidae,Noctilio,59.96,1.0,13030875.29,16.72,-30.96,-7.11,-34.79,-93.33,-64.06,0.0,25.32,0.0,0.11,152.62,240.09,1304.55,1532.32,80.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,ABC,G,B,1.0,0.0,30.85,1.0
Nyctalus aviator,6,0,0.0,Vespertilionidae,Nyctalus,60.5,1.0,550221.66,46.04,30.92,38.48,145.82,112.24,129.03,42.0,341.1,73.0,0.02,105.2,95.73,770.9,816.42,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,21.85,2.0
Nyctalus lasiopterus,174,5,0.02873563218390805,Vespertilionidae,Nyctalus,64.07,1.0,1629085.6,58.1,35.74,46.92,58.42,-6.54,25.93,0.0,86.76,2.0,0.00262,49.28,74.61,456.64,649.43,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,49.73,1.0
Nyctalus leisleri,61,4,0.06557377049180327,Vespertilionidae,Nyctalus,43.24,1.0,3415842.22,55.87,28.93,42.4,80.11,-7.73,36.18,1.0,106.89,9.0,0.01,52.82,76.47,498.35,622.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,13.28,1.0
Nyctalus noctula,101,6,0.0594059405940594,Vespertilionidae,Nyctalus,51.58,1.0,8204371.69,60.35,17.97,39.16,106.02,-9.26,48.38,0.0,106.73,3.0,0.02,58.22,79.12,506.65,704.65,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,28.0,1.0
Nyctalus plancyi,32,4,0.125,Vespertilionidae,Nyctalus,51.58,1.0,448501.74,35.79,21.9,28.85,122.13,114.38,118.25,70.0,485.79,106.0,0.05,105.67,149.43,999.36,1052.19,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D1,A,A,1.0,0.0,26.44,0.0
Nycteris gambiensis,276,46,0.16666666666666666,Nycteridae,Nycteris,39.5,1.0,558271.78,13.89,4.73,9.31,0.88,-16.82,-7.96,3.0,61.4,7.0,0.13,127.26,269.94,997.98,1585.38,80.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,ABC,A,B,1.0,0.0,6.95,1.0
Nycteris hispida,1,0,0.0,Nycteridae,Nycteris,38.99,1.0,14056670.99,15.84,-28.63,-6.39,51.41,-17.53,16.93,0.0,37.4,1.0,0.13,98.96,241.03,975.18,1564.52,80.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,ABC,A,B,1.0,0.0,8.63,1.0
Nycteris thebaica,3,0,0.0,Nycteridae,Nycteris,45.25,1.0,16847056.25,37.34,-34.77,1.28,52.05,-17.53,17.25,0.0,41.56,1.0,0.13,68.05,226.22,729.41,1481.97,80.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,ABC,A,B,1.0,0.0,9.81,1.0
Nycticeinops schlieffeni,7,0,0.0,Vespertilionidae,Nycticeinops,30.99,1.0,13760621.45,31.6,-27.56,2.02,47.61,-17.53,15.03,0.0,34.56,1.0,0.13,69.66,240.47,763.13,1546.42,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,5.05,1.0
Nyctinomops laticaudatus,5,1,0.2,Molossidae,Nyctinomops,43.24,1.0,13392624.04,23.43,-30.11,-3.34,-34.79,-100.57,-67.68,0.0,30.56,0.0,0.11,142.68,235.66,1260.44,1522.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,12.22,1.0
Nyctinomops macrotis,10,0,0.0,Molossidae,Nyctinomops,60.99,1.0,18149920.2,39.35,-34.98,2.18,-34.79,-117.28,-76.03,0.0,30.69,0.0,0.11,127.1,222.69,1148.78,1452.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,18.4,1.0
Nyctophilus geoffroyi,26,0,0.0,Vespertilionidae,Nyctophilus,38.99,1.0,7277323.77,-11.11,-43.64,-27.37,153.63,113.14,133.39,0.0,3.33,0.0,0.03,35.11,208.44,424.9,1328.02,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,B,1.0,0.0,7.28,1.0
Nyctophilus gouldi,67,7,0.1044776119402985,Vespertilionidae,Nyctophilus,39.73,1.0,880409.98,-23.44,-43.64,-33.54,153.63,114.97,134.3,0.0,20.03,0.0,0.04,61.49,150.9,638.6,1087.83,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,B,1.0,0.0,10.0,1.0
